    61055	2016-12-01 05:04:22	1	255	1	0
    57015	2016-12-01 05:53:04	1	255	15	0
    57015	2016-12-01 05:53:08	1	255	1	0
    57015	2016-12-01 05:53:11	1	255	1	0
    54026	2016-12-01 06:28:49	1	255	1	0
    54026	2016-12-01 06:28:51	1	255	1	0
    60015	2016-12-01 06:31:48	1	255	1	0
    60015	2016-12-01 06:31:50	1	255	1	0
    72043	2016-12-01 06:40:48	1	255	1	0
    72043	2016-12-01 06:40:50	1	255	1	0
    63004	2016-12-01 06:54:01	1	255	1	0
    60006	2016-12-01 06:55:52	1	255	1	0
    60006	2016-12-01 06:55:55	1	255	1	0
    88100	2016-12-01 07:07:26	1	255	1	0
    88100	2016-12-01 07:07:27	1	255	1	0
    88100	2016-12-01 07:07:28	1	255	1	0
    61011	2016-12-01 07:14:14	1	255	1	0
    61011	2016-12-01 07:14:16	1	255	1	0
    71086	2016-12-01 07:17:02	1	255	1	0
    79176	2016-12-01 07:20:34	1	255	1	0
    60003	2016-12-01 07:22:27	1	255	1	0
    55035	2016-12-01 07:22:35	1	255	1	0
    59005	2016-12-01 07:23:30	1	255	1	0
    55002	2016-12-01 07:25:15	1	255	1	0
    60018	2016-12-01 07:29:13	1	255	1	0
    60018	2016-12-01 07:29:15	1	255	1	0
    68057	2016-12-01 07:32:21	1	255	1	0
    68057	2016-12-01 07:32:22	1	255	1	0
    88034	2016-12-01 07:35:55	1	255	1	0
    88034	2016-12-01 07:35:57	1	255	1	0
    77013	2016-12-01 07:36:01	1	255	1	0
    75006	2016-12-01 07:36:13	1	255	15	0
    75006	2016-12-01 07:36:16	1	255	15	0
    75006	2016-12-01 07:36:18	1	255	15	0
    88034	2016-12-01 07:36:20	1	255	1	0
    59027	2016-12-01 07:40:09	1	255	1	0
    59027	2016-12-01 07:40:11	1	255	1	0
    92070	2016-12-01 07:40:17	1	255	1	0
    79013	2016-12-01 07:41:35	1	255	1	0
    79013	2016-12-01 07:41:36	1	255	1	0
    77104	2016-12-01 07:41:45	1	255	1	0
    83003	2016-12-01 07:42:40	1	255	1	0
    83003	2016-12-01 07:42:42	1	255	1	0
    56061	2016-12-01 07:43:38	1	255	1	0
    56061	2016-12-01 07:43:40	1	255	1	0
    88018	2016-12-01 07:43:44	1	255	1	0
    88018	2016-12-01 07:43:46	1	255	1	0
    88018	2016-12-01 07:43:48	1	255	1	0
    64086	2016-12-01 07:43:51	1	255	1	0
    53014	2016-12-01 07:43:57	1	255	1	0
    54051	2016-12-01 07:45:36	1	255	1	0
    54051	2016-12-01 07:45:39	1	255	1	0
    90076	2016-12-01 07:45:42	1	255	1	0
    90076	2016-12-01 07:45:44	1	255	1	0
    74020	2016-12-01 07:46:24	1	255	1	0
    74020	2016-12-01 07:46:27	1	255	1	0
    74009	2016-12-01 07:47:44	1	255	1	0
    74009	2016-12-01 07:47:46	1	255	1	0
    62009	2016-12-01 07:48:15	1	255	1	0
    70007	2016-12-01 07:48:25	1	255	1	0
    82048	2016-12-01 07:48:33	1	255	1	0
    76023	2016-12-01 07:48:38	1	255	1	0
    76023	2016-12-01 07:48:40	1	255	1	0
    85096	2016-12-01 07:48:44	1	255	1	0
    57003	2016-12-01 07:48:57	1	255	1	0
    57003	2016-12-01 07:48:59	1	255	1	0
    88024	2016-12-01 07:49:02	1	255	1	0
    88024	2016-12-01 07:49:04	1	255	1	0
    95024	2016-12-01 07:49:10	1	255	1	0
    95024	2016-12-01 07:49:11	1	255	1	0
    86083	2016-12-01 07:49:16	1	255	1	0
    86083	2016-12-01 07:49:21	1	255	1	0
    72038	2016-12-01 07:49:48	1	255	1	0
    72038	2016-12-01 07:49:50	1	255	1	0
    73004	2016-12-01 07:51:10	1	255	1	0
    73004	2016-12-01 07:51:15	1	255	1	0
    95014	2016-12-01 07:51:18	1	255	1	0
    82043	2016-12-01 07:51:54	1	255	1	0
